NAME,AMW,ATDF,BOVM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,GREEDY,LOCC,NAS,NDU,NOA,NOAM,NOD,NOM,NOPA,TCC,WMC,WOC
AbstractTextArea,1.25,0,3,0,1,11,16,2,1,4,1,0,0,176,0,0,5,7,3,12,0,0,15,0.12
PrintRenderer,2,1,0,0.2,1,0,0,3,0,5,1,1,0,129,0,0,4,5,0,9,0,0.11,18,0.12
AFMWritingDirectionMetrics,0.89,0,0,1,0,2,2,2,0,0,0,0,0,72,0,0,4,7,0,9,0,0,8,0.12
CommonMarginBlock,1,2,0,1,3,0,0,2,2,0,11,1,0,72,0,0,8,0,0,2,8,1,2,0.11
AFPRendererImageInfo,1,0,0,1,0,1,1,2,1,0,0,0,0,130,0,0,7,8,0,10,0,0,10,0.11
ActiveFopFactoryConfigBuilder,1,1,0,1,1,0,0,2,1,0,1,1,0,83,0,0,1,16,0,19,0,0.01,19,0.11
Background,1.57,0,0,1,1,6,8,2,0,0,1,0,0,199,0,0,9,16,0,21,0,0,33,0.11
OFTableName,1.5,0,0,1,0,5,11,0,1,0,0,0,0,143,0,0,32,1,0,6,0,0.1,9,0.11
Property,1.05,0,0,1,0,134,186,2,0,0,0,0,0,167,0,0,2,17,27,19,0,0,20,0.11
PresentationSpaceMixingRulesTriplet,1,0,0,1,0,0,0,0,1,2,0,0,0,52,0,0,9,1,0,3,0,0,3,0.1
GraphicsSetPatternSymbol,1.2,0,0,1,0,0,0,0,0,2,0,0,0,90,1,0,18,2,0,5,0,0,6,0.1
GPOSLookupType,5.5,0,0,1,0,0,0,0,0,0,0,0,0,49,0,0,9,0,0,2,0,1,11,0.1
FullyQualifiedNameTriplet,1.4,0,0,1,0,1,1,0,0,2,0,0,0,184,1,0,33,1,0,5,0,0.17,7,0.09
AFPObjectAreaInfo,1,0,0,1,0,11,12,2,0,0,0,0,0,132,0,0,7,10,0,12,0,0,12,0.09
MappingOptionTriplet,1,0,0,1,0,0,0,0,0,2,0,0,0,65,0,0,10,1,0,3,0,0,3,0.09
DefaultPtocaProducer,7.25,9,0,1,21,0,0,2.5,7,0,47,5,1001,207,0,0,10,0,0,4,10,0,29,0.09
LineBreakUtils,1.57,0,0,1,0,0,0,0,2,0,0,0,0,722,0,0,47,0,0,7,0,0,11,0.09
AFPLineDataInfo,1,0,0,1,0,4,4,2,0,0,0,0,0,182,0,0,7,14,0,17,0,0,17,0.07
KnuthNode,1.5,0,0,1,0,0,0,2,1,0,0,0,0,88,0,0,14,0,1,2,14,1,3,0.07
PDFOutputIntent,1.21,0,1,0.38,0,1,3,2,1,1,0,0,0,147,0,0,8,12,0,14,0,0,17,0.07
AFPTextDataInfo,1,0,0,1,0,2,3,2,0,0,0,0,0,206,0,0,9,18,0,19,0,0,19,0.05
NullConfiguration,1,0,0,1,1,0,0,2,1,0,1,0,0,104,0,0,1,18,0,20,0,0,20,0.05
Trait,1,2,0,1,1,0,0,0,0,0,2,1,0,648,0,0,41,0,0,4,0,0.33,4,0.05
RtfLeader,4,0,2,0.33,2,0,0,0.5,1,2,6,0,0,189,0,0,26,0,0,3,0,0,12,0.04
OTFScript,1.67,0,0,1,0,0,0,0,0,0,0,0,0,127,0,0,114,0,0,3,0,1,5,0.02
PDFCMap,1,0,0,0,1,0,0,2,1,3,2,0,0,400,0,0,59,3,1,6,0,0,6,0.02
OTFLanguage,1.67,0,0,1,0,0,0,0,0,0,0,0,0,407,0,0,394,0,0,3,0,0,5,0.01
BidiConstants,0,0,0,1,0,0,0,0,0,0,0,0,0,65,0,0,24,0,1,0,0,0,0,0
UnflattenProcessor,2.77,22,0,1,9,1,1,2.5,3,0,33,7,1100,310,0,0,7,0,0,30,0,0.02,83,0
BidiTestSuite,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
XMLConstants,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,9,0,4,0,0,0,0,0
StateStack,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OCAColorValue,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
QName,1,0,0,1,0,0,0,0,0,1,0,0,0,24,0,0,1,0,0,2,0,0,2,0
