NAME,AMW,ATDF,BOVM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,GREEDY,LOCC,NAS,NDU,NOA,NOAM,NOD,NOM,NOPA,TCC,WMC,WOC,acsm,is_brain
FileDataInput,0.0,0,0,1.0,0,1,1,0.0,0,0,0,0,0,12,5,0,0,4,5,0,0.0,0,1.0,,0.22314049586776885,False
RebufferingInputStream,2.22,0,0,1.0,2,3,17,0.0,0,1,5,0,0,271,0,0,1,12,23,0,0.24,51,1.0,,0.09071070107469491,False
ChannelProxy,1.0,2,0,1.0,2,12,18,0.0,0,1,2,2,0,152,9,0,2,0,14,0,0.31,14,1.0,,0.082044401879395,False
ReaderFileProxy,0.0,0,0,1.0,0,2,5,0.0,0,0,0,0,0,13,0,0,0,14,4,0,0.0,0,1.0,,1,0
BufferedDataOutputStreamPlus,1.75,0,0,0.2,1,1,10,0.0,0,2,1,0,0,241,18,0,2,5,28,0,0.29,49,1.0,,0.011268906787169533,False
BufferManagingRebufferer,0.92,4,0,1.0,2,0,0,0.0,1,0,4,2,0,108,1,0,3,3,12,0,0.2,11,1.0,,0.25,False
BufferHolder,0.0,0,0,1.0,0,1,5,0.0,0,0,0,0,0,20,0,0,0,6,3,0,0.0,0,1.0,,1,0
ChunkReader,0.0,0,0,1.0,0,3,4,0.0,0,0,0,0,0,21,3,0,0,4,3,0,0.0,0,1.0,,0.3576997025396589,False
BytesReadTracker,0.0,0,0,1.0,0,1,3,0.0,0,0,0,0,0,10,0,0,0,2,2,0,0.0,0,1.0,,1,0
CheckedFunction,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,5,0,0,0,0,1,0,1.0,0,1.0,,0.04000000000000005,False
ChecksummedRandomAccessReader,1.0,0,0,1.0,5,0,0,0.0,0,0,5,0,0,21,0,0,0,0,1,0,1.0,1,1.0,,0.011804429268647394,False
ChecksummedRebufferer,1.25,5,1,0.75,4,0,0,0.0,0,1,5,4,0,52,0,0,1,0,4,0,0.67,5,1.0,,0.03943059240590574,False
RebuffererFactory,0.0,0,0,1.0,0,1,1,0.0,0,0,0,0,0,4,1,0,0,6,1,0,1.0,0,1.0,,1,0
Standard,5.5,4,0,1.0,3,0,0,0.5,0,2,4,3,0,84,0,0,1,0,2,0,1.0,11,1.0,,1,0
Mmap,2.0,0,0,1.0,3,0,0,0.0,0,2,4,0,0,69,0,0,1,0,3,0,1.0,6,1.0,,1,0
DataInputBuffer,1.43,0,0,0.5,0,0,0,0.0,0,2,0,0,0,48,2,0,0,2,7,0,0.0,10,1.0,,0.01568296915286375,False
GrowingChannel,0.75,1,0,1.0,2,0,0,0.0,0,0,2,1,0,20,0,0,0,0,4,0,0.0,3,1.0,,1,0
DataOutputBufferFixed,1.0,0,3,0.67,0,0,0,0.0,0,4,0,0,0,39,0,0,0,0,6,0,0.0,6,1.0,,0.04326387002575338,False
RewindableDataInput,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,8,0,0,0,6,3,0,0.0,0,1.0,,1,0
LengthAvailableInputStream,1.2,0,0,1.0,0,0,0,0.0,0,2,0,0,0,71,0,0,1,0,10,0,0.28,12,1.0,,0.08,False
LimitingRebufferer,1.18,0,0,1.0,0,0,0,0.0,2,0,0,0,0,93,1,0,6,0,11,0,0.36,13,1.0,,0.08000000000000007,False
MemoryInputStream,1.17,2,0,0.5,2,0,0,0.0,1,2,4,1,0,47,1,0,3,0,6,0,0.17,7,1.0,,0.07483007468001467,False
MemoryOutputStream,1.0,0,0,1.0,1,0,0,0.0,1,1,2,0,0,23,0,0,2,0,3,0,1.0,3,1.0,,0.25,False
MmapRebufferer,1.0,1,2,0.33,1,0,0,0.0,0,1,1,1,0,43,0,0,1,0,6,0,0.1,6,1.0,,0.09876543209876554,False
NIODataInputStream,1.6,0,0,0.5,0,1,1,0.0,0,2,0,0,0,53,2,0,1,0,5,0,0.5,8,1.0,,0.12499999999999994,False
RandomAccessReaderWithOwnChannel,1.0,0,0,1.0,2,0,0,0.0,0,3,2,0,0,27,0,0,0,0,2,0,1.0,2,1.0,,1,0
RewindableDataInputStreamPlus,3.11,1,0,1.0,1,0,0,0.0,0,2,1,1,0,521,25,0,14,0,37,0,0.21,115,1.0,,0.30644656910621304,False
SafeMemoryWriter,1.07,2,4,0.33,1,0,0,0.0,0,4,2,1,0,96,4,0,1,0,14,0,0.2,15,1.0,,0.037107181539918696,False
Builder,1.0,0,0,1.0,1,0,0,0.0,0,0,1,0,0,51,0,0,5,0,7,0,0.0,7,1.0,,1,0
SimpleChunkReader,1.0,0,1,0.33,2,0,0,0.0,0,1,3,0,0,48,0,0,2,0,6,0,0.1,6,1.0,,0.0625,False
SpinningDiskOptimizationStrategy,0.5,0,0,1.0,0,0,0,0.0,0,0,0,0,0,11,0,0,0,0,2,0,1.0,1,1.0,,1,0
SsdDiskOptimizationStrategy,1.5,0,0,1.0,0,0,0,0.0,0,0,0,0,0,29,0,0,1,0,2,0,1.0,3,1.0,,0.012030456256263686,False
UnbufferedDataOutputStreamPlus,2.11,0,0,0.4,1,1,9,0.5,2,2,1,0,0,337,16,0,2,1,18,0,0.0,38,1.0,,0.3377120270542118,False
WrappedDataOutputStreamPlus,1.0,0,0,1.0,0,1,2,0.0,0,3,0,0,0,39,2,0,1,0,6,0,1.0,6,1.0,,0.07980388030898579,False
DiskOptimizationStrategyTest,1.8,0,0,1.0,2,0,0,0.0,0,0,2,0,0,115,0,0,0,0,5,0,0.0,9,1.0,,1,0
FakeChannel,1.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,13,0,0,0,0,3,0,0.0,3,1.0,,1,0
WrappedRunnable,0.33,0,0,1.0,0,0,0,0.0,0,0,0,0,0,16,0,0,0,4,3,0,0.0,1,1.0,,1,0
IFilter,0.0,0,0,1.0,0,1,1,0.0,0,0,0,0,0,26,6,0,0,2,7,0,0.0,0,1.0,,1,0
FilterKey,0.0,0,0,1.0,0,1,2,0.0,0,0,0,0,0,5,0,0,0,5,1,0,1.0,0,1.0,,1,0
OutputHandler,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,79,0,0,0,3,4,0,0.0,0,1.0,,1,0
AlwaysPresentFilter,0.9,0,0,1.0,0,0,0,0.0,0,0,0,0,0,35,0,0,0,0,10,0,0.0,9,1.0,,1,0
AsymmetricOrdering,1.0,0,0,1.0,0,0,0,0.0,0,1,0,0,0,114,0,0,0,0,3,0,0.0,3,1.0,,1,0
BiLongAccumulator,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,4,0,0,0,0,1,0,1.0,0,1.0,,1,0
BiMultiValMap,1.06,0,0,1.0,0,0,0,0.0,0,0,0,0,0,110,0,0,2,0,18,0,0.64,19,1.0,,1,0
BloomFilterSerializer,1.0,7,0,1.0,4,0,0,0.0,0,0,7,4,0,35,0,0,0,0,4,0,0.33,4,1.0,,1,0
,1.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,16,0,0,0,0,2,0,0.0,2,1.0,,1,0
TimeSource,0.0,0,0,1.0,0,1,1,0.0,0,0,0,0,0,37,0,0,0,1,4,0,0.0,0,1.0,,1,0
ConcurrentBiMap,1.47,0,0,1.0,0,0,0,0.0,0,0,0,0,0,96,0,0,2,0,15,0,0.62,22,1.0,,1,0
EstimatedHistogramSerializer,3.33,2,0,1.0,2,0,0,0.5,0,0,8,1,0,51,0,0,1,0,3,0,0.0,10,1.0,,1,0
FastByteOperations,1.0,0,0,1.0,2,0,0,0.0,0,0,9,0,0,484,0,0,0,0,10,0,1.0,10,1.0,,1,0
ByteOperations,0.0,0,0,1.0,0,2,11,0.0,0,0,0,0,0,19,0,0,0,2,8,0,0.0,0,1.0,,1,0
PureJavaOperations,2.67,0,0,1.0,0,1,3,0.0,0,0,0,0,0,107,0,0,0,0,9,0,0.0,24,1.0,,1,0
GuidGenerator,1.8,0,0,1.0,1,0,0,0.0,0,0,1,0,0,91,0,0,3,0,5,0,0.0,9,1.0,,1,0
IMergeIterator,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,5,0,0,0,0,1,0,1.0,0,1.0,,1,0
