NAME,AMW,ATDF,BOVM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,GREEDY,LOCC,NAS,NDU,NOA,NOAM,NOD,NOM,NOPA,TCC,WMC,WOC
LeaveTest,1,0,0,1,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,3,0,0,3,1
MergeTest5,1.57,0,0,1,0,0,0,0,0,0,0,0,0,98,0,0,3,0,0,7,0,0.14,11,1
MessageBatchDrainTest,1.75,0,0,1,0,0,1,0,0,0,0,0,0,141,0,0,10,0,0,8,0,0.36,14,1
MessageBatchDrainTest2,1.78,0,0,1,0,0,1,0,0,0,0,0,0,157,0,0,10,0,0,9,0,0.39,16,1
MessageDispatcherRSVPTest,1.75,0,0,1,7,0,0,0,1,0,12,0,0,169,0,0,4,0,0,8,0,1,14,1
MyDiagnosticsHandler,1,0,0,1,0,1,2,0,0,1,0,0,0,10,0,0,0,0,0,4,0,0,4,1
MessageSizeTest,1.67,3,0,1,3,0,0,0,0,0,4,2,0,95,0,0,6,0,0,6,0,0.07,10,1
ProgrammaticApiTest,1,2,0,1,2,0,0,0,0,0,2,2,0,59,0,0,1,0,0,3,0,0.33,3,1
PropertyConvertersTest,1.8,1,0,1,1,0,0,0,0,0,1,1,0,62,0,0,0,0,0,5,0,0,9,1
ReceiverAdapterTest,1.67,0,0,1,1,0,0,0,0,0,1,0,0,43,0,0,0,0,0,3,0,0,5,1
ResponsesTest,2.58,0,0,1,0,0,0,0,3,0,0,0,0,180,0,0,4,0,0,12,0,0.56,31,1
RSVPTest,2,6,0,1,5,0,0,0,1,0,6,5,0,223,0,0,4,0,0,8,0,0.75,16,1
VersionTest,1.1,0,0,1,1,0,0,0,0,0,8,0,0,74,0,0,0,0,0,10,0,0,11,1
CheckMonotonicallyIncreasingNumbers,4,0,0,1,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,3,0,1,12,1
FlowControlTest,2.71,0,3,1,0,0,0,0,0,1,0,0,0,130,2,0,2,0,0,7,0,0.8,19,1
mcast,3.6,0,0,1,1,1,1,0,0,0,2,0,0,194,0,0,9,0,0,5,0,0.33,18,1
Receiver,2,3,0,1,1,1,1,0,0,1,4,1,0,46,0,0,1,0,0,3,0,1,6,1
McastSender,2,2,0,1,2,0,0,0,0,1,3,1,0,22,0,0,0,0,0,2,0,1,4,1
UcastReceiver,2.5,2,0,1,2,0,0,0.5,0,1,2,2,2000,36,0,0,0,0,0,2,0,1,5,1
McastReceiverTest,5.5,0,0,1,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,2,0,0,11,1
ModClusterAdvertizeListener,6.5,0,0,1,0,0,0,0.5,0,0,0,0,0,96,0,0,0,0,0,2,0,1,13,1
MulticastTest,1.25,0,0,1,0,0,0,0,0,0,0,0,0,46,0,0,3,0,0,4,0,0.33,5,1
NioClientTest,2.6,0,0,1,1,0,0,0,0,0,1,0,0,115,0,0,4,0,0,5,0,0,13,1
Sender,2,2,0,1,1,0,0,0,0,1,2,1,0,41,0,0,5,0,0,2,0,1,4,1
ShmTest,6.5,0,0,1,0,0,0,0.5,0,0,0,0,0,83,0,0,4,0,0,2,0,0,13,1
UnicastTest,2.53,0,0,1,1,1,1,0,1,0,2,0,0,305,0,0,10,0,0,15,0,0.55,38,1
UnicastTestSharedLoopback,1,0,0,1,1,0,0,0,0,0,3,0,0,26,0,0,0,0,0,2,0,0,2,1
UnicastTestTcp,2.83,0,0,1,4,1,1,0,2,0,6,0,0,301,0,0,25,0,0,12,0,0.55,34,1
Acceptor,1.33,1,0,1,1,0,0,0,0,1,6,1,0,27,0,0,0,0,0,3,0,0,4,1
UnicastTestTcpSlow,3,3,0,1,6,0,1,0,1,0,15,1,0,335,0,0,24,0,0,11,0,0.67,33,1
RtReceiver,0,0,0,1,0,2,4,0,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,1
RtTransport,0,0,0,1,0,0,0,0,0,0,0,0,0,57,0,0,0,0,4,8,0,0,0,1
JGroupsTransport,2.17,0,3,1,1,0,0,0,2,1,1,0,0,115,0,0,6,0,0,12,0,0.13,26,1
NioTransport,2,0,0,1,1,0,0,0,3,0,1,0,0,118,0,0,9,0,0,9,0,0.11,18,1
Receiver,4,3,0,1,2,0,0,0.5,0,1,3,2,0,31,0,0,0,0,0,2,0,1,8,1
ServerTransport,2.09,0,2,1,7,0,0,0,2,1,8,0,0,98,0,0,7,0,0,11,0,0.11,23,1
TcpTransport,2,0,0,1,0,0,0,0,3,0,0,0,0,116,0,0,11,0,0,9,0,0.07,18,1
UdpPerf,1.56,0,0,1,2,2,2,0,1,0,2,0,0,200,0,0,11,0,0,9,0,0.29,14,1
Sender,3,0,0,1,1,0,0,0,0,1,1,0,0,36,0,0,3,0,0,2,0,1,6,1
1,1,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,1,1,1
2,1,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,1,1,1
ProgrammaticChat,2,2,0,1,2,0,0,0,0,0,2,2,0,55,0,0,0,0,0,1,0,1,2,1
PubClient,2,0,3,1,6,0,0,0,0,1,7,0,0,126,1,0,4,0,0,11,0,0.42,22,1
PubServer,1.86,0,3,1,5,0,0,0,1,1,5,0,0,72,1,0,2,0,0,7,0,0.47,13,1
RelayDemo,2,1,0,1,1,0,0,0,0,0,1,1,0,85,0,0,0,0,0,2,0,0,4,1
ViewDemo,1.5,0,2,1,0,0,0,0,0,1,0,0,0,60,2,0,1,0,0,6,0,0.3,9,1
MessageDialog,1,0,0,1,0,0,0,0,0,4,0,0,0,40,0,0,2,0,0,2,0,1,2,1
SendDialog,2.67,1,0,1,2,0,0,0,2,4,2,1,0,80,0,0,5,0,0,3,0,1,8,1
SizeStreamable,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,6,1,0,1,0,1
Streamable,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18,2,0,0,0,1
ThreadFactory,0,0,0,1,0,2,2,0,0,0,0,0,0,9,0,0,0,0,1,6,0,0,0,1
ByteArrayDataOutputStream,2.22,0,0,1,1,7,10,0,1,0,1,0,0,192,0,0,3,0,0,27,0,0.04,60,1
ByteArrayDataInputStream,2.62,0,0,1,0,2,5,0,1,0,0,0,0,269,0,0,3,0,0,26,0,0,68,1
MergeId,1.33,0,0,1,0,0,0,0,1,0,0,0,0,48,5,0,3,0,0,9,0,0.29,12,1
ArrayIterator,1.25,0,0,1,0,0,0,0,1,0,0,0,0,22,0,0,2,0,0,4,0,0,5,1
AsciiString,1.92,0,0,1,0,2,7,0,1,0,0,0,0,80,0,0,1,0,0,12,0,0.29,23,1
Bits,2.03,0,0,1,1,0,0,0,0,0,3,0,0,769,0,0,0,0,0,68,0,0,138,1
BlockingInputStream,2.29,0,0,1,0,0,0,0,3,1,0,0,0,246,0,0,7,0,0,17,0,0.18,39,1
BoundedHashMap,1,0,0,1,0,0,0,0,0,1,0,0,0,16,0,0,2,0,0,3,0,0,3,1
ByteBufferInputStream,2.29,0,0,1,0,0,0,0,0,0,0,0,0,209,0,0,1,0,0,17,0,0.38,39,1
ConcurrentLinkedBlockingQueue,1.91,0,0,1,0,0,0,0,0,1,0,0,0,126,0,0,5,0,0,11,0,0.02,21,1
1,1,1,0,1,1,0,0,0,0,1,1,1,0,5,0,0,0,0,0,1,0,1,1,1
Condition,0,0,0,1,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,1
CondVar,2.2,0,0,1,1,0,0,0,0,0,1,0,0,84,0,0,2,0,0,5,0,1,11,1
DirectExecutor,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,1,1
FixedSizeBitSet,4,0,0,1,0,0,0,0,1,0,0,0,0,351,0,0,5,0,0,15,0,0,60,1
FutureListener,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1
GetNetworkInterfaces,3,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,1,3,1
InputStreamAdapter,1,0,0,1,1,0,0,0,1,1,5,0,0,47,0,0,1,0,0,9,0,0.21,9,1
MutableDigest,2.4,0,0,1,0,0,0,0,0,1,0,0,0,97,0,0,0,0,0,10,0,0,24,1
NotifyingFuture,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,0,1
OneTimeAddressGenerator,1.5,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,2,0,1,3,1
OutputStreamAdapter,1,0,0,1,1,0,0,0,1,1,3,0,0,28,0,0,1,0,0,6,0,0.3,6,1
PaddedAtomicBoolean,1,0,0,1,0,0,0,0,0,1,0,0,0,14,0,0,16,0,0,2,0,1,2,1
PaddedAtomicInteger,1,0,0,1,0,0,0,0,0,2,0,0,0,13,0,0,14,0,0,2,0,1,2,1
RingBuffer,1.68,0,0,1,0,0,0,0,3,0,0,0,0,293,0,0,7,0,0,25,0,0.23,42,1
Rsp,1.39,0,0,1,0,2,2,0,0,0,0,0,0,115,0,0,6,0,0,18,0,0.37,25,1
SeqnoComparator,4.75,0,0,1,0,1,5,0,0,0,0,0,0,34,0,0,1,0,0,4,0,0,19,1
TimeService,1.7,0,0,1,0,0,0,0,0,0,0,0,0,62,0,0,4,0,0,10,0,0.11,17,1
AddressGenerator,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,1
MembershipChangePolicy,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2,0,0,0,1
ProtocolHook,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,1
PhysicalAddress,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,1
Channel,1.12,1,0,1,1,0,0,0,0,0,1,1,0,473,0,0,1,0,0,42,0,0.9,47,1
ChannelListener,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,3,0,0,0,1
