NAME,AMW,ATDF,BOVM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,GREEDY,LOCC,NAS,NDU,NOA,NOAM,NOD,NOM,NOPA,TCC,WMC,WOC,acsm,is_brain
SerializerTrace,0.0,0,0,1.0,0,4,15,0.0,0,0,0,0,0,124,0,0,12,0,1,6,0,0.0,0,0.33,0.3107256853031661,False
LocaleUtility,10.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,52,0,0,2,0,0,1,0,1.0,10,0.33,0.12849687707338553,False
DTMTreeWalker,5.1,0,0,1.0,2,2,2,1.5,1,0,25,0,0,310,0,0,3,3,1,10,1,0.79,51,0.33,0.033885415642237536,False
ElemWithParam,1.91,7,2,0.5,13,2,3,2.0,2,2,23,4,1,192,1,0,5,6,0,11,2,0.33,21,0.31,1,0
ElemExtensionCall,3.11,10,3,1.0,15,2,4,2.5,1,4,31,4,0,251,1,0,6,1,0,9,5,0.07,28,0.3,0.06610930909971452,False
SimpleIterator,3.43,0,0,0.5,2,1,1,2.0,0,1,8,0,0,83,0,0,6,1,0,7,3,1.0,24,0.3,1,0
ElemTemplate,1.09,8,9,0.0,9,9,14,2.5,3,2,21,4,0,368,0,0,11,14,3,22,2,0.07,24,0.29,0.33471156438151345,False
ExpandedNameTable,2.38,11,0,1.0,3,20,44,0.0,3,0,13,2,1000,337,0,0,23,3,0,13,1,0.48,31,0.29,0.3858199391060142,False
ElemIf,2.14,6,3,0.33,9,0,0,3.5,1,2,19,4,10,126,0,0,2,4,0,7,0,0.48,15,0.29,1,0
ElemCopy,3.33,5,0,1.0,7,0,0,1.0,0,3,23,1,10,91,0,0,1,2,0,3,0,0.0,10,0.25,1,0
ElemExsltFuncResult,2.0,3,3,0.0,4,0,0,0.5,1,3,11,1,0,66,0,0,4,2,0,3,0,0.0,6,0.25,1,0
MultistepExprHolder,2.5,0,0,1.0,1,1,4,2.0,2,0,1,0,0,117,0,0,3,0,0,6,3,0.6,15,0.25,1,0
KeyIterator,2.0,3,0,1.0,6,1,1,0.0,1,7,9,2,0,107,0,0,3,2,0,4,0,0.0,8,0.25,0.2222222222222222,False
QueuedEvents,1.0,0,0,1.0,0,0,0,2.0,2,0,0,0,0,127,0,0,12,2,0,6,3,0.13,6,0.25,0.022468698833508993,False
TreeWalker2Result,2.25,1,0,1.67,5,0,0,2.5,2,1,17,1,0,102,0,0,3,0,0,4,3,1.0,9,0.25,0.040816326530612304,False
ProcessorInclude,2.4,4,1,1.0,7,0,0,3.5,0,3,27,2,0,305,0,0,2,4,1,10,0,0.03,24,0.25,0.20046374445703674,False
Option,1.0,0,0,1.0,0,1,4,2.0,0,0,0,0,0,24,0,0,2,3,0,5,0,0.5,5,0.25,1,0
CachedDocument,1.15,2,0,1.0,4,1,2,2.0,1,0,5,1,0,98,0,0,7,9,0,13,0,0.11,15,0.25,1,0
Operators,1.0,0,0,1.0,0,0,0,0.0,2,0,0,0,0,28,0,0,8,0,0,2,0,0.0,2,0.25,0.06611570247933883,False
TransletOutputHandlerFactory,2.0,1,0,1.0,9,4,5,2.0,0,0,13,1,0,122,0,0,13,9,0,14,0,0.15,28,0.25,0.058049516197155544,False
ApplyXSLTException,1.0,0,0,1.0,0,1,3,2.0,0,2,0,0,0,145,0,0,3,3,0,12,0,0.17,12,0.25,1,0
DTMWSFilter,0.0,0,0,1.0,0,3,3,0.0,0,0,0,0,0,28,0,0,3,0,2,1,0,1.0,0,0.25,0.027793547689261996,False
StylesheetPIHandler,8.12,2,0,1.0,2,2,2,0.5,0,1,2,2,0,245,0,0,6,4,0,8,6,0.33,65,0.23,0.11793207472465116,False
QueryParameter,1.15,0,0,1.0,0,3,5,2.0,0,0,0,0,0,209,0,0,6,7,0,13,0,0.11,15,0.22,0.10802819214143869,False
ElemElement,3.36,7,1,1.0,12,1,1,3.0,1,3,30,3,10,291,0,0,3,6,1,11,0,0.31,37,0.22,0.24611929536802282,False
ElemNumber,5.55,20,4,0.33,26,1,1,5.5,4,2,95,11,1100,1868,2,0,12,21,0,40,0,0.13,222,0.22,0.985210630105465,False
DOM2SAX,2.92,1,0,1.0,1,2,2,0.0,1,0,1,1,0,396,0,0,7,15,0,25,0,0.07,73,0.21,0.08863369009202529,False
ElemSort,1.43,3,3,0.0,6,2,2,2.0,2,2,10,3,0,276,1,0,6,11,0,14,0,0.16,20,0.2,0.7916805356175567,False
XPathParser,5.15,3,0,1.0,14,2,5,7.0,3,0,94,3,0,2603,0,0,12,2,0,59,5,0.6,304,0.2,0.4806450527629307,False
NodeLocator,1.0,0,0,1.0,0,0,0,2.0,0,0,0,0,0,67,0,0,4,4,0,6,0,0.3,6,0.2,0.10242628830284,False
ElemTextLiteral,1.36,3,3,0.0,4,5,6,2.0,0,2,7,1,0,190,0,0,5,8,0,11,0,0.22,15,0.18,0.0690581638958125,False
KeyDeclaration,1.18,2,3,0.17,4,3,4,2.0,2,2,7,2,0,152,0,0,4,8,0,11,0,0.16,13,0.18,0.5277786964193919,False
ExtensionNamespaceContext,6.0,0,0,1.0,2,0,0,0.0,0,0,3,0,0,103,0,0,14,0,0,4,0,0.33,24,0.18,1,0
WhitespaceRule,1.71,0,0,1.0,2,1,4,2.0,0,0,4,0,0,68,0,0,5,5,0,7,0,0.07,12,0.17,1,0
ExtensionNamespaceSupport,3.0,1,0,1.0,1,2,3,2.0,0,0,1,1,0,64,0,0,4,1,0,3,4,0.0,9,0.17,0.0186553945753116,False
ElemText,1.2,0,2,0.0,2,1,1,2.0,0,2,4,0,0,108,0,0,2,4,0,5,0,0.1,6,0.17,0.05303268937573499,False
ElemWhen,1.29,3,2,0.33,5,1,1,2.5,1,2,8,3,0,82,0,0,2,4,0,7,0,0.4,9,0.17,0.03714062664640983,False
ElemMessage,1.6,3,3,0.0,6,0,0,2.5,0,2,12,1,0,85,0,0,2,4,0,5,0,0.3,8,0.17,0.35267041832013685,False
UseStylesheetParamServlet,4.0,0,0,1.0,0,0,0,2.0,0,2,0,0,0,62,0,0,5,0,0,1,4,1.0,4,0.17,1,0
DOM2TO,2.77,0,0,1.0,3,1,1,0.5,1,0,9,0,0,329,0,0,4,16,0,22,0,0.02,61,0.16,0.1111111111111111,False
