NAME,AMW,ATDF,BOVM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,GREEDY,LOCC,NAS,NDU,NOA,NOAM,NOD,NOM,NOPA,TCC,WMC,WOC
SAX2XNIUtil,1,0,0,0.5,0,0,0,0,0,1,0,0,0,8,2,0,0,0,0,2,0,0,2,1
DefaultValidationErrorHandler,2,0,0,1,0,0,0,0,0,1,0,0,0,29,0,0,2,0,0,2,0,1,4,1
SAX2XNI,1.44,4,0,1,7,0,0,0,2,1,13,3,0,106,0,0,2,0,0,9,0,0,13,1
2,3,7,0,1,6,0,0,0.5,0,1,11,2,1000,24,0,0,0,0,0,1,0,1,3,1
DraconianErrorHandler,1,0,0,1,0,0,0,0,1,0,0,0,0,31,0,0,1,0,0,5,0,0,5,1
JAXPSAXParser,3.47,8,0,0,9,1,10,3.5,2,4,23,2,100,293,0,0,3,1,0,17,0,0.32,59,1
SchemaValidatorConfiguration,3.33,0,0,1,3,0,0,0,3,0,5,0,0,119,0,0,11,0,0,3,0,1,10,1
XSGrammarPoolContainer,0,0,0,1,0,2,3,0,0,0,0,0,0,28,0,0,0,0,5,3,0,0,0,1
AbstractXMLSchema,1.2,2,0,1,2,1,1,0,1,1,2,2,0,53,2,0,1,0,4,5,0,0.17,6,1
DOMDocumentHandler,0,0,0,1,0,1,2,0,0,0,0,0,0,51,7,0,0,0,2,7,0,0,0,1
ValidatorHelper,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,1,0,1,0,1
DOMNamespaceContext,2.33,9,0,1,5,1,1,0.5,1,0,20,3,0,132,0,0,3,0,0,12,0,0.52,28,1
XMLSchemaValidatorComponentManager,3.81,2,0,0.38,15,8,34,0,6,1,34,2,0,501,2,0,36,3,0,16,0,0.31,61,1
DraconianErrorHandler,1,0,0,1,0,0,0,0,1,0,0,0,0,31,0,0,1,0,0,5,0,0,5,1
JAXPValidationMessageFormatter,7,0,0,1,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,1,0,1,7,1
ReadOnlyGrammarPool,1,0,0,1,0,0,0,0,1,0,0,0,0,33,0,0,1,0,0,7,0,0.07,7,1
SoftReferenceGrammarPool,3.19,7,0,1,5,0,0,2.5,3,0,13,2,1100,395,6,0,6,0,0,16,0,0.32,51,1
StAXDocumentHandler,0,0,0,1,0,3,3,0,0,0,0,0,0,25,15,0,0,0,2,15,0,0,0,1
1,1,0,0,1,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,3,0,0,3,1
StreamValidatorHelper,5,7,0,1,16,1,1,1,3,0,34,5,1010,177,0,0,13,0,0,3,0,1,15,1
Util,2.67,4,0,1,3,0,0,0.5,0,0,8,1,1000,42,0,0,0,0,0,3,0,0,8,1
XMLSchemaTypeInfoProvider,2.12,2,0,1,8,1,6,0,2,1,17,2,0,165,0,0,4,0,0,17,0,0.36,36,1
ValidatorImpl,4.14,6,0,1,8,0,0,0,5,1,28,3,100,281,10,0,10,0,0,14,0,0.65,58,1
WeakReferenceXMLSchema,1.33,1,0,1,1,0,0,0,1,2,1,1,0,27,0,0,1,0,0,3,0,0,4,1
XMLGrammarPoolWrapper,0.89,0,0,1,0,1,1,0,1,0,0,0,0,45,0,0,1,2,0,9,0,1,8,1
MultipleScopeNamespaceSupport,2.23,0,4,1,2,1,3,0,1,1,3,0,0,156,7,0,2,0,1,13,0,0.71,29,1
1,1,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,1,1,1
2,1,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,1,1,1
3,2,0,0,1,1,0,0,0,0,1,1,0,0,12,0,0,0,0,0,1,0,1,2,1
4,1,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,1,1,1
5,1,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,1,1,1
6,2,0,0,1,1,0,0,0,0,1,2,0,0,11,0,0,0,0,0,1,0,1,2,1
7,2,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,1,2,1
8,1,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,1,1,1
XPointerErrorHandler,1.33,3,0,1,1,0,0,0,0,0,3,1,0,82,0,0,1,0,0,6,0,0,8,1
DefaultNamespaceContext,2.2,0,0,1,0,0,0,0,1,0,0,0,0,84,0,0,1,0,0,5,0,0.5,11,1
NoRemoveIterator,1,0,0,1,0,0,0,0,0,0,0,0,0,29,0,0,1,0,0,4,0,0.33,4,1
EndDocumentImpl,1,0,0,1,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,2,0,1,2,1
EndElementImpl,2,0,0,1,0,0,0,0,0,2,0,0,0,27,1,0,0,0,0,2,0,1,4,1
1,2,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,1,2,1
Test,1,0,0,1,3,0,0,0,0,0,3,0,0,41,0,0,0,0,0,1,0,1,1,1
1,1,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,1,1,1
2,2,1,0,1,1,0,0,0,0,1,2,1,0,8,0,0,0,0,0,1,0,1,2,1
3,1,0,0,1,0,0,0,0,0,4,0,0,0,6,0,0,1,0,0,1,0,1,1,1
4,1,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,1,1,1
AllTests,1,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,2,1
BasicTest,1,0,0,0.5,0,0,0,0,0,3,0,0,0,105,10,0,2,0,0,10,0,0.44,10,1
ComplexTest,1,0,0,0.5,0,0,0,0,0,3,0,0,0,118,10,0,2,0,0,10,0,0.44,10,1
ParserWrapper,0,0,0,1,0,6,6,0,0,0,0,0,0,58,0,0,0,0,1,3,0,0,0,1
DocumentInfo,0,0,0,1,0,1,1,0,0,0,0,0,0,12,0,0,0,0,1,1,0,1,0,1
DOMAddLines,4.86,0,0,0,1,0,0,0.5,1,4,1,0,0,238,2,0,3,0,0,7,0,0.27,34,1
DOMGenerate,1,0,0,1,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,0,1,1,1
ElementPrinter,2.67,0,0,1,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,3,0,0.33,8,1
GetElementsByTagName,15.25,0,0,1,1,0,0,0.5,0,0,2,0,0,494,0,0,22,0,0,4,0,0,61,1
AllTests,1,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,2,0,0,2,1
BasicTest,1,0,0,0.28,4,0,0,0,0,3,9,0,0,49,3,0,0,2,0,7,0,0.07,7,1
FixedAttrTest,1,3,0,0.33,4,0,0,0.5,0,3,9,1,0,51,2,0,0,2,0,7,0,0,7,1
IgnoreXSIType_A_A_Test,1,4,0,0.36,4,0,0,0,0,3,12,1,0,138,7,0,0,2,0,12,0,0.13,12,1
IgnoreXSIType_A_C_Test,1,4,0,0.39,4,0,0,0,0,3,12,1,0,138,7,0,0,2,0,12,0,0.13,12,1
IgnoreXSIType_C_AC_Test,1,4,0,0.42,4,0,0,1,0,3,15,1,0,152,7,0,0,2,0,12,0,0.13,12,1
IgnoreXSIType_C_A_Test,1,4,0,0.42,4,0,0,0.5,0,3,14,1,0,135,7,0,0,2,0,13,0,0.12,13,1
IgnoreXSIType_C_CA_Test,1,4,0,0.42,4,0,0,1,0,3,15,1,0,152,7,0,0,2,0,12,0,0.13,12,1
IgnoreXSIType_C_C_Test,1,4,0,0.39,4,0,0,1,0,3,14,1,0,136,7,0,0,2,0,12,0,0.13,12,1
RootSimpleTypeDefinitionTest,1,0,1,0.33,3,0,0,0,0,3,8,0,0,76,3,0,4,3,0,7,0,0.13,7,1
RootTypeDefinitionTest,1,0,1,0.5,5,0,0,0,0,3,13,0,0,243,11,0,7,3,0,16,0,0.43,16,1
SurrogatePairLengthTest,1,0,1,0.31,3,0,0,0,0,3,7,0,0,64,2,0,1,3,0,7,0,0.07,7,1
UseGrammarPoolOnly_False_Test,1,0,2,0.33,3,0,0,0,0,3,8,0,0,56,2,0,2,4,0,7,0,0,7,1
UseGrammarPoolOnly_True_Test,1,0,1,0.25,2,0,0,0,0,3,6,0,0,45,2,0,0,3,0,6,0,0,6,1
TestFirstChild,3.25,0,0,1,1,0,0,0,1,0,1,0,0,184,0,0,1,0,0,4,0,0.17,13,1
Test,2,0,0,1,2,0,0,0,0,0,3,0,0,68,0,0,2,0,0,3,0,1,6,1
WrappedInputStream,3.6,0,0,1,0,1,1,0,0,2,0,0,0,131,0,0,3,0,0,5,0,1,18,1
Serializer,0,0,0,1,0,3,5,0,0,0,0,0,0,60,0,0,0,0,6,6,0,0,0,1
DOMSerializer,0,0,0,1,0,1,1,0,0,0,0,0,0,41,0,0,0,0,6,3,0,0,0,1
XMLSerializer,11.17,16,4,0.76,12,1,1,7,2,1,48,3,1110,1377,6,0,8,0,1,23,0,0.39,257,1
XML11Serializer,7.25,7,4,0.27,9,0,0,3,2,2,21,3,1100,458,0,0,8,0,0,12,0,0.75,87,1
1,1,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,1,1,1
2,1,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,1,1,1
3,2,0,0,1,1,0,0,0,0,1,1,0,0,12,0,0,0,0,0,1,0,1,2,1
4,1,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,1,1,1
5,1,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,1,1,1
6,2,0,0,1,1,0,0,0,0,1,2,0,0,11,0,0,0,0,0,1,0,1,2,1
7,2,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,1,2,1
8,1,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,1,1,1
SerializerFactoryImpl,2.33,0,0,1,7,0,0,0,0,1,13,0,0,79,0,0,1,1,0,6,0,0.1,14,1
TextSerializer,2.35,5,6,0.34,4,0,0,0,0,1,9,1,1000,329,5,0,0,1,0,17,0,0.07,40,1
XHTMLSerializer,1.8,0,0,0,2,0,0,0,0,2,2,0,0,64,0,0,0,0,0,5,0,1,9,1
Test,4,3,0,1,7,0,0,0.5,0,0,18,2,1000,1334,0,0,0,0,0,2,0,1,8,1
TestCompare,1.22,0,0,1,3,0,0,0,1,2,5,0,0,199,0,0,4,0,0,9,0,0,11,1
UTF16,6.75,0,0,1,3,0,0,0,0,0,5,0,0,349,0,0,0,0,0,4,0,0.5,27,1
UTF16Producer,9,0,0,1,1,0,0,0.5,0,1,2,0,0,123,0,0,3,0,0,2,0,1,18,1
UTF8,6.5,0,0,1,2,0,0,0,0,0,2,0,0,424,0,0,0,0,0,6,0,0.2,39,1
UTF8Producer,7.5,0,0,1,0,0,0,0.5,0,1,0,0,0,125,0,0,2,0,0,2,0,1,15,1
HTMLDocument,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
HTMLCollection,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1
HTMLTitleElement,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1
HTMLDOMImplementation,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,1,0,1,0,1
HTMLOptionElement,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
Test,7.33,0,0,1,2,0,0,0.5,0,0,5,0,0,312,0,0,11,0,0,3,0,0,22,1
Test,1.43,1,0,1,2,0,0,0.5,0,1,6,1,0,122,0,0,8,0,0,7,0,0.07,10,1
ThreadParser,2.79,9,0,1,8,2,2,0.5,2,1,21,5,2000,329,0,0,3,0,0,14,0,0.21,39,1
DatatypeInterfaceUsage,3.5,0,0,1,10,0,0,0.5,1,1,36,0,0,101,0,0,1,0,0,4,0,0,14,1
AllTests,1,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,2,0,0,2,1
TestCase,1.6,0,0,1,0,0,0,0,0,2,0,0,0,58,0,0,0,0,10,5,0,0,8,1
XSAttributeAnnotationsTest,1.18,0,1,1,6,0,0,0,1,3,9,0,0,229,8,0,2,0,0,11,0,0.75,13,1
XSAttributeGroupAnnotationsTest,1.25,0,1,1,6,0,0,0,1,3,9,0,0,251,9,0,2,0,0,12,0,0.76,15,1
XSAttributeUseAnnotationsTest,1,0,1,1,8,0,0,0,1,3,12,0,0,290,6,0,2,0,0,9,0,0.75,9,1
XSElementAnnotationsTest,1,0,1,1,6,0,0,0,1,3,9,0,0,222,7,0,2,0,0,10,0,0.8,10,1
XSFacetAnnotationsTest,1.06,0,1,1,11,0,0,0,1,3,17,0,0,707,16,0,2,0,0,35,0,0.51,37,1
XSModelGroupAnnotationsTest,1.05,0,1,1,9,0,0,0,1,3,14,0,0,488,9,0,2,0,0,19,0,0.65,20,1
XSModelGroupDefinitionAnnotationsTest,1,0,1,1,6,0,0,0,1,3,9,0,0,183,5,0,2,0,0,8,0,0.75,8,1
XSNotationAnnotationsTest,1,0,1,1,6,0,0,0,1,3,9,0,0,200,5,0,2,0,0,10,0,0.44,10,1
XSParticleAnnotationsTest,1.53,0,1,1,11,0,0,0,1,3,18,0,0,536,7,0,2,0,0,17,0,0.52,26,1
XSWildcardAnnotationsTest,1,0,1,1,11,0,0,0,1,3,16,0,0,303,7,0,2,0,0,13,0,0.36,13,1
TestNS,25,1,0,1,4,0,0,0.5,0,0,6,1,0,363,0,0,0,0,0,1,0,1,25,1
TestSerializeDOMIn,2.33,1,0,1,3,1,1,0,0,0,6,1,0,63,0,0,0,0,0,3,0,0,7,1
TestSerializeDOMOut,1.67,1,0,1,5,0,0,0,0,0,9,1,0,82,0,0,0,0,0,3,0,0,5,1
TestXmlns,1.67,3,0,1,12,0,0,0,0,0,16,3,0,81,0,0,0,0,0,3,0,1,5,1
HTMLAnchorElementImpl,1.15,0,0,1,0,0,0,0,0,5,0,0,0,182,26,0,1,0,0,27,0,0,31,1
HTMLElementImpl,1.61,0,0,0,0,0,0,0,0,4,0,0,0,215,11,0,1,0,52,23,0,0.06,37,1
HTMLAppletElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,150,22,0,1,0,0,23,0,0,23,1
HTMLAreaElementImpl,1.24,0,0,1,0,0,0,0,0,5,0,0,0,122,16,0,1,0,0,17,0,0,21,1
HTMLBaseElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,42,4,0,1,0,0,5,0,0,5,1
HTMLBaseFontElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,55,6,0,1,0,0,7,0,0,7,1
HTMLBodyElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,91,12,0,1,0,0,13,0,0,13,1
HTMLBRElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,31,2,0,1,0,0,3,0,0,3,1
HTMLButtonElementImpl,1.33,0,0,1,0,0,0,0,0,5,0,0,0,101,11,0,1,0,0,12,0,0,16,1
HTMLDirectoryElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,31,2,0,1,0,0,3,0,0,3,1
HTMLDivElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,31,2,0,1,0,0,3,0,0,3,1
HTMLDListElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,31,2,0,1,0,0,3,0,0,3,1
HTMLDOMImplementationImpl,1.33,0,0,1,1,0,0,0,1,2,1,0,0,56,1,0,1,0,0,3,0,0,4,1
HTMLFontElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,50,6,0,1,0,0,7,0,0,7,1
HTMLFormElementImpl,1.05,0,0,1,1,0,0,0,1,5,2,0,0,139,15,0,2,0,0,19,0,0.01,20,1
HTMLFrameElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,119,17,0,1,0,0,18,0,0,18,1
HTMLFrameSetElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,43,4,0,1,0,0,5,0,0,5,1
HTMLHeadElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,31,2,0,1,0,0,3,0,0,3,1
HTMLHeadingElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,31,2,0,1,0,0,3,0,0,3,1
HTMLHRElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,67,8,0,1,0,0,9,0,0,9,1
HTMLHtmlElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,31,2,0,1,0,0,3,0,0,3,1
HTMLIFrameElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,142,21,0,1,0,0,22,0,0,22,1
HTMLImageElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,175,26,0,1,0,0,27,0,0,27,1
HTMLInputElementImpl,1.11,0,0,1,0,0,0,0,0,5,0,0,0,261,36,0,1,0,0,38,0,0,42,1
HTMLIsIndexElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,31,2,0,1,0,0,3,0,0,3,1
HTMLLabelElementImpl,1.8,0,0,1,0,0,0,0,0,5,0,0,0,52,4,0,1,0,0,5,0,0,9,1
HTMLLegendElementImpl,1.8,0,0,1,0,0,0,0,0,5,0,0,0,52,4,0,1,0,0,5,0,0,9,1
HTMLLIElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,43,4,0,1,0,0,5,0,0,5,1
HTMLLinkElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,127,18,0,1,0,0,19,0,0,19,1
HTMLMapElementImpl,1.2,0,0,1,1,0,0,0,0,5,2,0,0,52,3,0,2,0,0,5,0,0.17,6,1
HTMLMenuElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,31,2,0,1,0,0,3,0,0,3,1
HTMLMetaElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,68,8,0,1,0,0,9,0,0,9,1
HTMLModElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,43,4,0,1,0,0,5,0,0,5,1
HTMLObjectElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,232,35,0,1,0,0,36,0,0,36,1
HTMLOListElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,55,6,0,1,0,0,7,0,0,7,1
HTMLOptGroupElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,43,4,0,1,0,0,5,0,0,5,1
HTMLOptionElementImpl,1.8,0,0,1,0,1,1,0,0,5,0,0,0,176,14,0,1,0,0,15,0,0,27,1
HTMLParagraphElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,31,2,0,1,0,0,3,0,0,3,1
HTMLParamElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,67,8,0,1,0,0,9,0,0,9,1
HTMLPreElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,31,2,0,1,0,0,3,0,0,3,1
HTMLQuoteElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,31,2,0,1,0,0,3,0,0,3,1
HTMLScriptElementImpl,1.2,0,0,1,0,0,0,0,0,5,0,0,0,127,14,0,1,0,0,15,0,0,18,1
HTMLSelectElementImpl,1.21,0,0,1,2,0,0,0,0,5,3,0,0,200,20,0,2,0,0,24,0,0,29,1
HTMLStyleElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,55,6,0,1,0,0,7,0,0,7,1
HTMLTableCaptionElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,31,2,0,1,0,0,3,0,0,3,1
HTMLTableCellElementImpl,1.42,0,0,1,0,0,0,0,0,5,0,0,0,248,30,0,1,0,0,31,0,0,44,1
HTMLTableColElementImpl,1.31,0,0,1,0,0,0,0,0,5,0,0,0,99,12,0,1,0,0,13,0,0,17,1
HTMLTableElementImpl,2,0,0,1,4,1,1,0,1,5,8,0,0,375,34,0,3,0,0,37,0,0,74,1
HTMLTableSectionElementImpl,1.8,0,0,1,2,2,3,0,1,5,4,0,0,158,11,0,2,0,0,15,0,0.01,27,1
HTMLTextAreaElementImpl,1.17,0,0,1,0,0,0,0,0,5,0,0,0,163,21,0,1,0,0,23,0,0,27,1
HTMLTitleElementImpl,2,0,0,1,0,0,0,0,0,5,0,0,0,56,2,0,1,0,0,3,0,0,6,1
HTMLUListElementImpl,1,0,0,1,0,0,0,0,0,5,0,0,0,43,4,0,1,0,0,5,0,0,5,1
1,1,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,1,1,1
2,1,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,1,1,1
3,2,0,0,1,1,0,0,0,0,1,1,0,0,12,0,0,0,0,0,1,0,1,2,1
4,1,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,1,1,1
5,1,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,1,1,1
6,2,0,0,1,1,0,0,0,0,1,2,0,0,11,0,0,0,0,0,1,0,1,2,1
7,2,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,1,2,1
8,1,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,1,1,1
QueryXS,3.75,0,0,1,6,0,0,0.5,0,0,12,0,0,110,0,0,0,0,0,4,0,0.33,15,1
WMLAccessElementImpl,1,0,4,1,0,0,0,0,0,5,0,0,0,41,0,0,1,0,0,9,0,0,9,1
WMLElementImpl,1.36,0,0,0,0,0,0,0,0,4,0,0,0,57,2,0,1,0,35,11,0,0,15,1
WMLDocumentImpl,1.67,2,0,0,2,0,0,0,2,5,2,2,0,87,0,0,3,0,0,3,0,1,5,1
WMLAElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,49,0,0,1,0,0,11,0,0,11,1
WMLAnchorElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,41,0,0,1,0,0,9,0,0,9,1
WMLBElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,33,0,0,1,0,0,7,0,0,7,1
WMLBigElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,33,0,0,1,0,0,7,0,0,7,1
WMLBrElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,33,0,0,1,0,0,7,0,0,7,1
WMLCardElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,81,0,0,1,0,0,19,0,0,19,1
WMLDoElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,65,0,0,1,0,0,15,0,0,15,1
WMLEmElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,33,0,0,1,0,0,7,0,0,7,1
WMLFieldsetElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,41,0,0,1,0,0,9,0,0,9,1
WMLGoElementImpl,1,0,4,1,0,0,0,0,0,5,0,0,0,57,0,0,1,0,0,13,0,0,13,1
WMLHeadElementImpl,1,0,4,1,0,0,0,0,0,5,0,0,0,25,0,0,1,0,0,5,0,0,5,1
WMLIElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,33,0,0,1,0,0,7,0,0,7,1
WMLImgElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,97,0,0,1,0,0,23,0,0,23,1
WMLInputElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,105,0,0,1,0,0,25,0,0,25,1
WMLMetaElementImpl,1,0,4,1,0,0,0,0,0,5,0,0,0,64,0,0,1,0,0,15,0,0,15,1
WMLNoopElementImpl,1,0,4,1,0,0,0,0,0,5,0,0,0,25,0,0,1,0,0,5,0,0,5,1
WMLOneventElementImpl,1,0,4,1,0,0,0,0,0,5,0,0,0,33,0,0,1,0,0,7,0,0,7,1
WMLOptgroupElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,41,0,0,1,0,0,9,0,0,9,1
WMLOptionElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,57,0,0,1,0,0,13,0,0,13,1
WMLPElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,49,0,0,1,0,0,11,0,0,11,1
WMLPostfieldElementImpl,1,0,4,1,0,0,0,0,0,5,0,0,0,41,0,0,1,0,0,9,0,0,9,1
WMLPrevElementImpl,1,0,4,1,0,0,0,0,0,5,0,0,0,25,0,0,1,0,0,5,0,0,5,1
WMLRefreshElementImpl,1,0,4,1,0,0,0,0,0,5,0,0,0,25,0,0,1,0,0,5,0,0,5,1
WMLSelectElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,88,0,0,1,0,0,21,0,0,21,1
WMLSetvarElementImpl,1,0,4,1,0,0,0,0,0,5,0,0,0,41,0,0,1,0,0,9,0,0,9,1
WMLSmallElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,33,0,0,1,0,0,7,0,0,7,1
WMLStrongElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,33,0,0,1,0,0,7,0,0,7,1
WMLTableElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,57,0,0,1,0,0,13,0,0,13,1
WMLTdElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,33,0,0,1,0,0,7,0,0,7,1
WMLTemplateElementImpl,1,0,4,1,0,0,0,0,0,5,0,0,0,49,0,0,1,0,0,11,0,0,11,1
WMLTimerElementImpl,1,0,4,1,0,0,0,0,0,5,0,0,0,41,0,0,1,0,0,9,0,0,9,1
WMLTrElementImpl,1,0,4,1,0,0,0,0,0,5,0,0,0,25,0,0,1,0,0,5,0,0,5,1
WMLUElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,33,0,0,1,0,0,7,0,0,7,1
WMLWmlElementImpl,1,0,6,1,0,0,0,0,0,5,0,0,0,33,0,0,1,0,0,7,0,0,7,1
WMLAccessElement,0,0,0,1,0,0,0,0,0,0,0,0,0,19,4,0,0,0,1,4,0,0,0,1
WMLAElement,0,0,0,1,0,0,0,0,0,0,0,0,0,19,6,0,0,0,1,8,0,0,0,1
WMLAnchorElement,0,0,0,1,0,0,0,0,0,0,0,0,0,13,4,0,0,0,1,4,0,0,0,1
WMLBElement,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,2,0,0,0,1
WMLBigElement,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,2,0,0,0,1
WMLBrElement,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,2,0,0,0,1
WMLCardElement,0,0,0,1,0,0,0,0,0,0,0,0,0,56,14,0,0,0,1,14,0,0,0,1
WMLDoElement,0,0,0,1,0,0,0,0,0,0,0,0,0,22,10,0,0,0,1,10,0,0,0,1
WMLElement,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,71,4,0,0,0,1
WMLEmElement,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,2,0,0,0,1
WMLFieldsetElement,0,0,0,1,0,0,0,0,0,0,0,0,0,16,4,0,0,0,1,4,0,0,0,1
WMLGoElement,0,0,0,1,0,0,0,0,0,0,0,0,0,19,8,0,0,0,1,8,0,0,0,1
WMLIElement,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,2,0,0,0,1
WMLImgElement,0,0,0,1,0,0,0,0,0,0,0,0,0,70,18,0,0,0,1,18,0,0,0,1
WMLInputElement,0,0,0,1,0,0,0,0,0,0,0,0,0,76,20,0,0,0,1,20,0,0,0,1
WMLMetaElement,0,0,0,1,0,0,0,0,0,0,0,0,0,36,10,0,0,0,1,10,0,0,0,1
WMLOneventElement,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,2,0,0,0,1
WMLOptgroupElement,0,0,0,1,0,0,0,0,0,0,0,0,0,17,4,0,0,0,1,4,0,0,0,1
WMLOptionElement,0,0,0,1,0,0,0,0,0,0,0,0,0,31,8,0,0,0,1,8,0,0,0,1
