NAME,AMW,ATDF,BOVM,BUR,CBO,CC,CM,CRIX,DAC,DIT,FANOUT,FDP,GREEDY,LOCC,NAS,NDU,NOA,NOAM,NOD,NOM,NOPA,TCC,WMC,WOC,acsm,is_brain
EntityState,0.0,0,0,1.0,0,1,2,0.0,0,0,0,0,0,17,0,0,0,0,6,2,0,0.0,0,1.0,1,0
SymbolTable,3.0,0,0,1.0,1,36,63,0.0,2,0,1,0,0,423,0,0,11,0,3,16,0,0.69,48,1.0,0.3429392183656257,True
XMLGrammarPoolImpl,2.64,4,0,1.0,3,2,5,0.0,1,0,8,1,0,325,6,0,5,0,4,14,0,0.33,37,1.0,0.501284409382077,False
ParserConfigurationSettings,2.3,1,0,1.0,1,4,11,0.0,1,0,2,1,0,247,4,0,6,0,20,10,0,0.18,23,1.0,0.03941159830745954,False
MessageFormatter,0.0,0,0,1.0,0,8,9,0.0,0,0,0,0,0,25,0,0,0,0,4,1,0,1.0,0,1.0,1,0
AugmentationsImpl,1.14,0,0,1.0,1,0,0,0.0,1,0,7,0,0,251,1,0,1,0,0,7,0,1.0,8,1.0,1,0
ErrorHandlerProxy,1.2,1,0,1.0,2,0,0,0.0,0,0,5,1,0,36,0,0,0,0,2,5,0,0.5,6,1.0,1,0
IntStack,1.44,0,0,1.0,0,4,18,0.0,1,0,0,0,0,86,0,0,2,0,0,9,0,0.86,13,1.0,0.13520946926644284,False
SynchronizedSymbolTable,1.0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,98,0,0,1,0,0,7,0,1.0,7,1.0,0.9093456303531106,False
AugmentationsItemsContainer,0.0,0,0,1.0,0,1,5,0.0,0,0,0,0,0,9,0,0,0,0,2,7,0,0.0,0,1.0,1,0
LargeContainer,1.0,0,0,1.0,0,1,1,0.0,1,1,0,0,0,46,1,0,1,0,0,9,0,0.54,9,1.0,1,0
DatatypeMessageFormatter,7.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,67,0,0,1,0,0,1,0,1.0,7,1.0,1,0
DefaultErrorHandler,1.33,3,0,1.0,1,0,0,0.0,0,0,3,1,0,82,0,0,1,0,0,6,0,0.0,8,1.0,0.10241709871311441,False
DOMErrorTypeMap,1.0,0,0,1.0,0,0,0,0.0,1,0,0,0,0,132,0,0,1,0,0,2,0,1.0,2,1.0,1,0
DOMUtil,3.54,6,0,1.0,5,0,0,2.5,0,0,9,3,1100,856,0,0,0,0,0,50,0,0.26,177,1.0,0.3280857713301368,False
EncodingMap,1.0,0,0,1.0,0,0,0,0.0,1,0,0,0,0,558,0,0,2,0,0,7,0,0.4,7,1.0,0.09567318541616042,False
LocatorProxy,1.0,0,0,1.0,1,0,0,0.0,1,0,6,0,0,55,0,0,1,0,0,7,0,1.0,7,1.0,0.020408163265306135,False
